B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
1054.0,961.0,0.0,56.0,4.0,0.0,0.0,16.0,17.0,"Sunburst CCD, Toole County, Montana",101,93402,30
70.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"Glacier National Park CCD, Glacier County, Montana",035,91460,30
55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fort Peck Reservation CCD, Daniels County, Montana",019,91218,30
433.0,375.0,0.0,0.0,0.0,0.0,0.0,39.0,19.0,"Lavina CCD, Golden Valley County, Montana",037,92016,30
3522.0,2279.0,5.0,1007.0,20.0,0.0,0.0,88.0,123.0,"Cut Bank CCD, Glacier County, Montana",035,90777,30
2431.0,2270.0,42.0,16.0,25.0,0.0,0.0,42.0,36.0,"Baker CCD, Fallon County, Montana",025,90168,30
494.0,475.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,"Plevna CCD, Fallon County, Montana",025,92730,30
314.0,265.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,"Ryegate CCD, Golden Valley County, Montana",037,92940,30
742.0,728.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,"Stanford CCD, Judith Basin County, Montana",045,93318,30
446.0,418.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,"Geyser CCD, Judith Basin County, Montana",045,91407,30
777.0,732.0,0.0,18.0,0.0,0.0,0.0,10.0,17.0,"Hobson CCD, Judith Basin County, Montana",045,91785,30
33604.0,30540.0,185.0,697.0,267.0,0.0,0.0,478.0,1437.0,"Butte CCD, Silver Bow County, Montana",093,90483,30
2266.0,2230.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,"Park City CCD, Stillwater County, Montana",095,92604,30
4175.0,3749.0,18.0,24.0,19.0,0.0,0.0,139.0,226.0,"Columbus CCD, Stillwater County, Montana",095,90693,30
2192.0,2069.0,2.0,46.0,0.0,0.0,0.0,2.0,73.0,"Absarokee CCD, Stillwater County, Montana",095,90021,30
709.0,673.0,0.0,28.0,0.0,0.0,0.0,6.0,2.0,"North Stillwater CCD, Stillwater County, Montana",095,92510,30
7679.0,6961.0,28.0,57.0,48.0,0.0,0.0,361.0,224.0,"Anaconda CCD, Deer Lodge County, Montana",023,90063,30
8059.0,7436.0,6.0,128.0,19.0,0.0,0.0,266.0,204.0,"Boulder CCD, Jefferson County, Montana",043,90399,30
3566.0,3374.0,0.0,40.0,5.0,0.0,2.0,81.0,64.0,"Whitehall CCD, Jefferson County, Montana",043,93822,30
1443.0,1405.0,4.0,5.0,2.0,0.0,0.0,14.0,13.0,"Drummond CCD, Granite County, Montana",039,90945,30
1763.0,1627.0,0.0,9.0,0.0,0.0,0.0,71.0,56.0,"Philipsburg CCD, Granite County, Montana",039,92625,30
947.0,942.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Circle CCD, McCone County, Montana",055,90630,30
781.0,592.0,0.0,115.0,8.0,0.0,0.0,10.0,56.0,"North McCone CCD, McCone County, Montana",055,92487,30
1587.0,1506.0,0.0,27.0,0.0,0.0,0.0,4.0,50.0,"Harlowton CCD, Wheatland County, Montana",107,91659,30
521.0,483.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,"Judith Gap-Shawmut CCD, Wheatland County, Montana",107,91869,30
1387.0,1315.0,0.0,10.0,0.0,0.0,0.0,26.0,36.0,"Twin Bridges CCD, Madison County, Montana",057,93633,30
275.0,254.0,0.0,0.0,3.0,0.0,0.0,4.0,14.0,"Virginia City CCD, Madison County, Montana",057,93717,30
1026.0,984.0,0.0,2.0,1.0,0.0,0.0,0.0,39.0,"Harrison CCD, Madison County, Montana",057,91680,30
2016.0,1825.0,0.0,15.0,4.0,0.0,0.0,33.0,139.0,"Sheridan CCD, Madison County, Montana",057,93045,30
3198.0,3031.0,20.0,11.0,0.0,0.0,0.0,99.0,37.0,"Madison Valley CCD, Madison County, Montana",057,92184,30
2969.0,2202.0,0.0,374.0,84.0,0.0,0.0,29.0,280.0,"Rosebud CCD, Rosebud County, Montana",087,92856,30
418.0,349.0,0.0,31.0,0.0,0.0,0.0,38.0,0.0,"Ashland CCD, Rosebud County, Montana",087,90084,30
2074.0,1948.0,0.0,11.0,0.0,0.0,0.0,34.0,81.0,"Forsyth CCD, Rosebud County, Montana",087,91155,30
523.0,516.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,"North of the Yellowstone CCD, Rosebud County, Montana",087,92491,30
90.0,81.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,"Fort Peck Reservation CCD, Sheridan County, Montana",091,91260,30
2498.0,2253.0,0.0,41.0,27.0,0.0,0.0,87.0,90.0,"Plentywood CCD, Sheridan County, Montana",091,92709,30
304.0,291.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,"Westby CCD, Sheridan County, Montana",091,93738,30
676.0,617.0,0.0,5.0,0.0,0.0,0.0,53.0,1.0,"Medicine Lake CCD, Sheridan County, Montana",091,92268,30
890.0,877.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,"Ekalaka CCD, Carter County, Montana",011,91050,30
8302.0,7690.0,48.0,178.0,32.0,0.0,0.0,92.0,262.0,"Glendive CCD, Dawson County, Montana",021,91491,30
4815.0,2492.0,0.0,1841.0,14.0,0.0,0.0,69.0,399.0,"Hardin CCD, Big Horn County, Montana",003,91617,30
6688.0,1016.0,14.0,5281.0,0.0,3.0,1.0,132.0,241.0,"Crow Reservation CCD, Big Horn County, Montana",003,90756,30
3540.0,3260.0,4.0,84.0,0.0,0.0,0.0,40.0,152.0,"Townsend East CCD, Broadwater County, Montana",007,93570,30
2215.0,2172.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,"Townsend West CCD, Broadwater County, Montana",007,93591,30
2495.0,2169.0,18.0,133.0,0.0,0.0,0.0,55.0,120.0,"Wolf Creek CCD, Lewis and Clark County, Montana",049,93990,30
740.0,677.0,0.0,20.0,0.0,0.0,0.0,0.0,43.0,"Augusta CCD, Lewis and Clark County, Montana",049,90105,30
6128.0,5787.0,0.0,108.0,39.0,5.0,0.0,48.0,141.0,"Lincoln CCD, Lewis and Clark County, Montana",049,92100,30
56927.0,52177.0,189.0,959.0,372.0,40.0,15.0,1437.0,1738.0,"Helena CCD, Lewis and Clark County, Montana",049,91722,30
1191.0,1064.0,0.0,79.0,0.0,0.0,0.0,23.0,25.0,"Valier-Dupuyer CCD, Pondera County, Montana",073,93675,30
4037.0,3825.0,25.0,52.0,11.0,0.0,0.0,65.0,59.0,"Conrad CCD, Pondera County, Montana",073,90714,30
3866.0,3562.0,0.0,103.0,12.0,23.0,0.0,74.0,92.0,"Huntley Project CCD, Yellowstone County, Montana",111,91806,30
7706.0,6337.0,35.0,774.0,70.0,0.0,0.0,126.0,364.0,"South Yellowstone CCD, Yellowstone County, Montana",111,93297,30
19180.0,18188.0,52.0,122.0,70.0,0.0,0.0,309.0,439.0,"Laurel CCD, Yellowstone County, Montana",111,91995,30
112225.0,95619.0,780.0,4910.0,758.0,124.0,89.0,2987.0,6958.0,"Billings CCD, Yellowstone County, Montana",111,90315,30
8362.0,7618.0,34.0,287.0,5.0,0.0,10.0,72.0,336.0,"Northwest Yellowstone CCD, Yellowstone County, Montana",111,92541,30
4603.0,4262.0,0.0,58.0,18.0,0.0,0.0,111.0,154.0,"Shepherd CCD, Yellowstone County, Montana",111,93024,30
87427.0,77947.0,350.0,2182.0,1424.0,0.0,40.0,2587.0,2897.0,"Missoula CCD, Missoula County, Montana",063,92331,30
15007.0,14042.0,4.0,221.0,113.0,17.0,0.0,259.0,351.0,"Lolo CCD, Missoula County, Montana",063,92142,30
3371.0,3172.0,0.0,0.0,3.0,0.0,0.0,47.0,149.0,"Seeley Lake-Blackfoot Valley CCD, Missoula County, Montana",063,93003,30
1852.0,1764.0,0.0,35.0,0.0,0.0,0.0,41.0,12.0,"Darby CCD, Ravalli County, Montana",081,90819,30
2955.0,2794.0,0.0,32.0,0.0,0.0,0.0,72.0,57.0,"Victor CCD, Ravalli County, Montana",081,93696,30
14678.0,13858.0,0.0,66.0,118.0,0.0,0.0,288.0,348.0,"Stevensville CCD, Ravalli County, Montana",081,93339,30
20869.0,19149.0,41.0,104.0,132.0,0.0,19.0,468.0,956.0,"Hamilton CCD, Ravalli County, Montana",081,91575,30
5231.0,4605.0,0.0,280.0,13.0,17.0,0.0,179.0,137.0,"Glasgow CCD, Valley County, Montana",105,91470,30
668.0,639.0,0.0,19.0,5.0,0.0,0.0,0.0,5.0,"Hinsdale CCD, Valley County, Montana",105,91764,30
499.0,457.0,0.0,8.0,0.0,0.0,0.0,27.0,7.0,"South Valley CCD, Valley County, Montana",105,93276,30
288.0,286.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"Opheim CCD, Valley County, Montana",105,92562,30
875.0,430.0,7.0,365.0,10.0,0.0,2.0,25.0,36.0,"Fort Peck Reservation CCD, Valley County, Montana",105,91281,30
3526.0,3165.0,12.0,249.0,7.0,0.0,0.0,93.0,0.0,"Great Falls North CCD, Cascade County, Montana",013,91554,30
1693.0,1575.0,3.0,28.0,0.0,0.0,0.0,54.0,33.0,"Belt CCD, Cascade County, Montana",013,90231,30
2698.0,2554.0,10.0,57.0,11.0,0.0,0.0,34.0,32.0,"Sun River Valley CCD, Cascade County, Montana",013,93423,30
1728.0,1622.0,2.0,10.0,5.0,0.0,0.0,72.0,17.0,"Cascade CCD, Cascade County, Montana",013,90525,30
157.0,155.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"Monarch-Neihart CCD, Cascade County, Montana",013,92373,30
70334.0,59520.0,1019.0,3113.0,661.0,72.0,16.0,2554.0,3379.0,"Great Falls CCD, Cascade County, Montana",013,91533,30
1680.0,1610.0,0.0,12.0,0.0,3.0,0.0,55.0,0.0,"Eden-Stockett CCD, Cascade County, Montana",013,91029,30
1033.0,997.0,0.0,12.0,0.0,0.0,0.0,14.0,10.0,"Sula CCD, Ravalli County, Montana",081,93380,30
1022.0,947.0,0.0,22.0,8.0,0.0,0.0,27.0,18.0,"Richey CCD, Dawson County, Montana",021,92782,30
10.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Flathead Reservation CCD, Flathead County, Montana",029,91118,30
5219.0,4990.0,0.0,18.0,1.0,0.0,0.0,147.0,63.0,"Lakeside-Somers CCD, Flathead County, Montana",029,91964,30
1733.0,1673.0,0.0,10.0,0.0,0.0,0.0,0.0,50.0,"Scobey CCD, Daniels County, Montana",019,92992,30
100.0,27.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,"Blackfeet Reservation East CCD, Pondera County, Montana",073,90357,30
753.0,37.0,0.0,667.0,8.0,0.0,0.0,8.0,33.0,"Blackfeet Reservation West CCD, Pondera County, Montana",073,90378,30
12682.0,11838.0,46.0,91.0,9.0,0.0,0.0,351.0,347.0,"Livingston CCD, Park County, Montana",067,92131,30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Yellowstone National Park CCD, Park County, Montana",067,94019,30
1879.0,1342.0,4.0,301.0,12.0,1.0,0.0,135.0,84.0,"Flathead Reservation CCD, Sanders County, Montana",089,91134,30
10085.0,1922.0,34.0,7758.0,20.0,19.0,0.0,91.0,241.0,"Blackfeet Reservation CCD, Glacier County, Montana",035,90336,30
390.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,"Northeast Yellowstone CCD, Yellowstone County, Montana",111,92426,30
170.0,12.0,0.0,152.0,0.0,0.0,0.0,5.0,1.0,"Fort Belknap Reservation CCD, Phillips County, Montana",071,91186,30
216.0,203.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,"South Phillips CCD, Phillips County, Montana",071,93223,30
430.0,413.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,"Alzada-Boyes CCD, Carter County, Montana",011,90052,30
668.0,630.0,0.0,6.0,18.0,0.0,0.0,7.0,7.0,"Butte-Silver Bow Northwest CCD, Silver Bow County, Montana",093,90485,30
242.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"Butte-Silver Bow South CCD, Silver Bow County, Montana",093,90487,30
1069.0,562.0,6.0,457.0,0.0,0.0,0.0,27.0,17.0,"Flathead Reservation CCD, Missoula County, Montana",063,91128,30
572.0,537.0,0.0,11.0,0.0,0.0,0.0,24.0,0.0,"Hanover CCD, Fergus County, Montana",027,91596,30
503.0,460.0,7.0,11.0,0.0,0.0,0.0,3.0,22.0,"Denton CCD, Fergus County, Montana",027,90903,30
9046.0,8559.0,8.0,93.0,94.0,80.0,0.0,23.0,189.0,"Lewistown CCD, Fergus County, Montana",027,92037,30
303.0,292.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,"Roy CCD, Fergus County, Montana",027,92898,30
556.0,507.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,"Grass Range CCD, Fergus County, Montana",027,91512,30
347.0,339.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,"Winifred CCD, Fergus County, Montana",027,93927,30
801.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Garfield CCD, Garfield County, Montana",033,92478,30
1126.0,1054.0,2.0,5.0,20.0,0.0,7.0,31.0,7.0,"Alberton CCD, Mineral County, Montana",061,90042,30
7357.0,6893.0,57.0,26.0,70.0,0.0,0.0,192.0,119.0,"Frenchtown-Wye CCD, Missoula County, Montana",063,91304,30
822.0,804.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,"East Carbon CCD, Carbon County, Montana",009,90976,30
285.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"South Garfield CCD, Garfield County, Montana",033,93192,30
1851.0,1807.0,5.0,9.0,10.0,0.0,0.0,0.0,20.0,"Superior CCD, Mineral County, Montana",061,93444,30
1217.0,1188.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,"West End CCD, Mineral County, Montana",061,93759,30
97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Winnett North CCD, Petroleum County, Montana",069,93948,30
356.0,349.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,"Winnett South CCD, Petroleum County, Montana",069,93969,30
981.0,915.0,0.0,41.0,12.0,0.0,0.0,4.0,9.0,"Avon-Elliston CCD, Powell County, Montana",077,90126,30
5451.0,4853.0,43.0,245.0,62.0,0.0,0.0,133.0,115.0,"Deer Lodge CCD, Powell County, Montana",077,90861,30
420.0,400.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,"Helmville CCD, Powell County, Montana",077,91743,30
6276.0,5865.0,12.0,64.0,29.0,0.0,0.0,162.0,144.0,"Thompson Falls-West End CCD, Sanders County, Montana",089,93507,30
3355.0,3149.0,0.0,46.0,0.0,12.0,0.0,52.0,96.0,"Three Forks CCD, Gallatin County, Montana",031,93528,30
3259.0,3100.0,0.0,45.0,19.0,0.0,0.0,17.0,78.0,"Plains CCD, Sanders County, Montana",089,92688,30
836.0,793.0,0.0,2.0,0.0,0.0,0.0,0.0,41.0,"Wibaux CCD, Wibaux County, Montana",109,93885,30
5280.0,5089.0,5.0,13.0,9.0,0.0,0.0,64.0,100.0,"Gallatin Gateway CCD, Gallatin County, Montana",031,91344,30
57273.0,52265.0,273.0,536.0,1125.0,11.0,6.0,1284.0,1773.0,"Bozeman CCD, Gallatin County, Montana",031,90420,30
4866.0,4520.0,0.0,14.0,8.0,0.0,0.0,116.0,208.0,"Manhattan CCD, Gallatin County, Montana",031,92226,30
1603.0,1538.0,8.0,2.0,15.0,0.0,0.0,0.0,40.0,"West Yellowstone CCD, Gallatin County, Montana",031,93780,30
25700.0,24022.0,25.0,252.0,137.0,0.0,0.0,339.0,925.0,"Belgrade CCD, Gallatin County, Montana",031,90189,30
422.0,372.0,0.0,10.0,0.0,0.0,0.0,5.0,35.0,"Martinsdale-Ringling CCD, Meagher County, Montana",059,92247,30
1578.0,1497.0,0.0,14.0,0.0,0.0,0.0,20.0,47.0,"White Sulphur Springs CCD, Meagher County, Montana",059,93843,30
1232.0,1216.0,0.0,5.0,0.0,0.0,0.0,2.0,9.0,"Roberts CCD, Carbon County, Montana",009,92793,30
2418.0,2263.0,14.0,30.0,1.0,0.0,29.0,23.0,58.0,"Joliet CCD, Carbon County, Montana",009,91827,30
3924.0,3660.0,10.0,19.0,26.0,0.0,0.0,107.0,102.0,"Red Lodge CCD, Carbon County, Montana",009,92772,30
2070.0,1963.0,0.0,16.0,2.0,0.0,0.0,9.0,80.0,"Fromberg-Bridger CCD, Carbon County, Montana",009,91323,30
680.0,633.0,0.0,8.0,0.0,0.0,0.0,8.0,31.0,"Big Hole Basin CCD, Beaverhead County, Montana",001,90273,30
277.0,267.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,"Clark Canyon-Horse Prairie CCD, Beaverhead County, Montana",001,90651,30
8121.0,7395.0,6.0,175.0,53.0,3.0,0.0,145.0,344.0,"Dillon CCD, Beaverhead County, Montana",001,90924,30
282.0,253.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,"Lima-Centennial Valley CCD, Beaverhead County, Montana",001,92079,30
3124.0,2973.0,4.0,9.0,33.0,0.0,0.0,67.0,38.0,"Kalispell Southwest CCD, Flathead County, Montana",029,91932,30
9969.0,9236.0,0.0,338.0,10.0,0.0,0.0,209.0,176.0,"Columbia Falls CCD, Flathead County, Montana",029,90672,30
9120.0,8529.0,65.0,48.0,38.0,0.0,0.0,210.0,230.0,"Creston-Bigfork CCD, Flathead County, Montana",029,90735,30
5086.0,4873.0,0.0,11.0,23.0,10.0,0.0,130.0,39.0,"Kalispell Northwest CCD, Flathead County, Montana",029,91911,30
145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Glacier National Park CCD, Flathead County, Montana",029,91449,30
5146.0,4954.0,23.0,17.0,23.0,10.0,0.0,52.0,67.0,"Bad Rock-Columbia Heights CCD, Flathead County, Montana",029,90147,30
42553.0,38802.0,151.0,503.0,293.0,20.0,12.0,1080.0,1692.0,"Kalispell CCD, Flathead County, Montana",029,91890,30
13916.0,13370.0,1.0,195.0,18.0,0.0,37.0,91.0,204.0,"Whitefish CCD, Flathead County, Montana",029,93801,30
1859.0,1712.0,0.0,102.0,1.0,0.0,0.0,29.0,15.0,"South Fork CCD, Flathead County, Montana",029,93171,30
450.0,433.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,"Melstone CCD, Musselshell County, Montana",065,92289,30
2674.0,2499.0,11.0,10.0,57.0,0.0,0.0,21.0,76.0,"Roundup CCD, Musselshell County, Montana",065,92877,30
1642.0,1496.0,28.0,21.0,0.0,0.0,0.0,58.0,39.0,"Klein CCD, Musselshell County, Montana",065,91953,30
3435.0,3046.0,0.0,226.0,15.0,0.0,0.0,54.0,94.0,"Malta CCD, Phillips County, Montana",071,92205,30
318.0,248.0,0.0,68.0,0.0,0.0,0.0,2.0,0.0,"Whitewater CCD, Phillips County, Montana",071,93864,30
300.0,279.0,0.0,4.0,2.0,0.0,0.0,3.0,12.0,"Shirley-Ismay CCD, Custer County, Montana",017,93087,30
10792.0,9948.0,60.0,139.0,38.0,0.0,0.0,255.0,352.0,"Miles City CCD, Custer County, Montana",017,92310,30
449.0,437.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,"North Custer CCD, Custer County, Montana",017,92415,30
11948.0,9715.0,17.0,1239.0,66.0,0.0,0.0,422.0,489.0,"Havre CCD, Hill County, Montana",041,91701,30
2792.0,150.0,26.0,2486.0,0.0,0.0,0.0,52.0,78.0,"Rocky Boy's CCD, Hill County, Montana",041,92814,30
463.0,457.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Wild Horse Lake CCD, Hill County, Montana",041,93906,30
495.0,487.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Rudyard CCD, Hill County, Montana",041,92919,30
770.0,752.0,0.0,4.0,0.0,0.0,0.0,8.0,6.0,"Gildford CCD, Hill County, Montana",041,91428,30
2576.0,1310.0,4.0,1105.0,9.0,0.0,0.0,33.0,115.0,"Big Sandy CCD, Chouteau County, Montana",015,90294,30
2245.0,2174.0,0.0,5.0,15.0,0.0,0.0,36.0,15.0,"Fort Benton CCD, Chouteau County, Montana",015,91197,30
991.0,964.0,0.0,2.0,2.0,2.0,0.0,19.0,2.0,"Geraldine CCD, Chouteau County, Montana",015,91386,30
426.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,"East Powder River CCD, Powder River County, Montana",075,90987,30
248.0,215.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,"Otter CCD, Powder River County, Montana",075,92583,30
9477.0,8813.0,1.0,115.0,35.0,4.0,0.0,187.0,322.0,"Libby CCD, Lincoln County, Montana",053,92058,30
6422.0,6005.0,11.0,55.0,11.0,0.0,0.0,185.0,155.0,"Eureka CCD, Lincoln County, Montana",053,91071,30
3350.0,3128.0,3.0,24.0,23.0,0.0,0.0,124.0,48.0,"Troy CCD, Lincoln County, Montana",053,93612,30
1566.0,1468.0,0.0,0.0,9.0,12.0,0.0,10.0,67.0,"Gardiner-Cooke City CCD, Park County, Montana",067,91365,30
1753.0,1720.0,0.0,2.0,1.0,0.0,0.0,8.0,22.0,"Shields Valley CCD, Park County, Montana",067,93066,30
1864.0,1562.0,9.0,46.0,0.0,0.0,0.0,112.0,135.0,"East Roosevelt CCD, Roosevelt County, Montana",085,91008,30
9354.0,2441.0,12.0,6090.0,46.0,0.0,0.0,533.0,232.0,"Fort Peck Reservation CCD, Roosevelt County, Montana",085,91239,30
565.0,525.0,0.0,0.0,12.0,0.0,0.0,9.0,19.0,"South Treasure CCD, Treasure County, Montana",103,93255,30
225.0,222.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,"North Treasure CCD, Treasure County, Montana",103,92520,30
1255.0,753.0,0.0,449.0,0.0,0.0,0.0,32.0,21.0,"Harlem CCD, Blaine County, Montana",005,91638,30
3012.0,138.0,6.0,2705.0,0.0,10.0,0.0,58.0,95.0,"Fort Belknap CCD, Blaine County, Montana",005,91176,30
2379.0,2177.0,10.0,108.0,0.0,0.0,0.0,34.0,50.0,"Chinook CCD, Blaine County, Montana",005,90588,30
330.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Joplin CCD, Liberty County, Montana",051,91848,30
1915.0,1883.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,"Chester CCD, Liberty County, Montana",051,90567,30
827.0,818.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,"North of the Yellowstone CCD, Sweet Grass County, Montana",097,92499,30
2819.0,2604.0,5.0,0.0,37.0,0.0,0.0,116.0,57.0,"South of the Yellowstone CCD, Sweet Grass County, Montana",097,93213,30
1559.0,1465.0,0.0,7.0,0.0,0.0,25.0,5.0,57.0,"Fairview CCD, Richland County, Montana",083,91113,30
459.0,429.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,"Lambert CCD, Richland County, Montana",083,91974,30
7898.0,7139.0,0.0,148.0,0.0,0.0,0.0,108.0,503.0,"Sidney CCD, Richland County, Montana",083,93108,30
1489.0,1164.0,0.0,225.0,54.0,0.0,0.0,12.0,34.0,"Savage-Crane CCD, Richland County, Montana",083,92982,30
1291.0,1224.0,0.0,16.0,5.0,0.0,0.0,29.0,17.0,"Dutton-Power CCD, Teton County, Montana",099,90966,30
2734.0,2498.0,14.0,52.0,0.0,0.0,0.0,109.0,61.0,"Choteau CCD, Teton County, Montana",099,90609,30
2015.0,1968.0,0.0,4.0,7.0,0.0,0.0,24.0,12.0,"Fairfield CCD, Teton County, Montana",099,91092,30
1144.0,1128.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,"Terry South CCD, Prairie County, Montana",079,93486,30
181.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"Terry North CCD, Prairie County, Montana",079,93465,30
3977.0,3468.0,4.0,200.0,32.0,0.0,0.0,116.0,157.0,"Shelby CCD, Toole County, Montana",101,93014,30
3258.0,3011.0,0.0,12.0,0.0,0.0,0.0,119.0,116.0,"Woods Bay-Rollins CCD, Lake County, Montana",047,94000,30
26260.0,16318.0,67.0,6965.0,93.0,39.0,0.0,1633.0,1145.0,"Flathead Reservation CCD, Lake County, Montana",047,91123,30
2625.0,2395.0,6.0,0.0,17.0,0.0,0.0,10.0,197.0,"Big Sky CCD, Gallatin County, Montana",031,90305,30
31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Yellowstone National Park CCD, Gallatin County, Montana",031,94017,30
1452.0,1300.0,6.0,66.0,0.0,0.0,0.0,5.0,75.0,"Warm Springs CCD, Deer Lodge County, Montana",023,93728,30
354.0,330.0,0.0,15.0,2.0,0.0,0.0,0.0,7.0,"South Custer CCD, Custer County, Montana",017,93160,30
285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pine Hill-St. Phillips CCD, Wibaux County, Montana",109,92667,30
3308.0,211.0,8.0,2962.0,1.0,0.0,0.0,44.0,82.0,"Northern Cheyenne Reservation CCD, Rosebud County, Montana",087,92457,30
1643.0,36.0,0.0,1512.0,0.0,0.0,0.0,2.0,93.0,"Northern Cheyenne Reservation CCD, Big Horn County, Montana",003,92436,30
144.0,132.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,"Decker CCD, Big Horn County, Montana",003,90850,30
936.0,871.0,0.0,5.0,0.0,0.0,0.0,46.0,14.0,"Broadus CCD, Powder River County, Montana",075,90441,30
